Station Name: MOYCULLEN (Loughwell)
Station Height: 98 M 
Latitude:53.307  ,Longitude: -9.227


date:  -  09 to 09 utc
rain:  -  Precipitation Amount (mm)
ind:   -  Indicator

date,ind,rain
10-dec-2018,0,0.500
11-dec-2018,0,1.900
12-dec-2018,0,2.200
13-dec-2018,0,3.500
14-dec-2018,0,19.400
15-dec-2018,0,12.700
16-dec-2018,0,2.000
17-dec-2018,0,25.500
18-dec-2018,0,9.000
19-dec-2018,0,7.000
20-dec-2018,0,3.900
21-dec-2018,0,0.900
22-dec-2018,0,19.500
23-dec-2018,0,1.800
24-dec-2018,0,0.600
25-dec-2018,0,0.000
26-dec-2018,0,0.000
27-dec-2018,0,4.100
28-dec-2018,0,8.900
29-dec-2018,0,5.100
30-dec-2018,0,1.500
31-dec-2018,0,0.000
01-jan-2019,0,0.000
02-jan-2019,0,1.000
03-jan-2019,0,0.000
04-jan-2019,0,0.000
05-jan-2019,0,2.400
06-jan-2019,0,3.800
07-jan-2019,0,8.300
08-jan-2019,0,0.000
09-jan-2019,0,0.800
10-jan-2019,0,0.000
11-jan-2019,0,0.000
12-jan-2019,0,0.000
13-jan-2019,0,1.000
14-jan-2019,0,0.500
15-jan-2019,0,4.200
16-jan-2019,0,7.400
17-jan-2019,0,4.000
18-jan-2019,0,10.300
19-jan-2019,0,1.300
20-jan-2019,0,0.400
21-jan-2019,0,13.200
22-jan-2019,0,1.800
23-jan-2019,0,2.200
24-jan-2019,0,1.200
25-jan-2019,0,3.200
26-jan-2019,0,9.100
27-jan-2019,0,4.000
28-jan-2019,0,7.100
29-jan-2019,1,4.100
30-jan-2019,1,3.900
31-jan-2019,1,7.400
01-feb-2019,0,0.000
02-feb-2019,0,12.300
03-feb-2019,0,7.800
04-feb-2019,0,1.200
05-feb-2019,0,9.600
06-feb-2019,0,10.400
07-feb-2019,0,19.300
08-feb-2019,0,7.400
09-feb-2019,0,11.200
10-feb-2019,0,0.800
11-feb-2019,1,2.700
12-feb-2019,1,3.100
13-feb-2019,0,0.200
14-feb-2019,0,0.000
15-feb-2019,0,0.000
16-feb-2019,0,5.800
17-feb-2019,0,5.000
18-feb-2019,0,5.200
19-feb-2019,0,12.400
20-feb-2019,0,1.900
21-feb-2019,0,0.000
22-feb-2019,0,0.000
23-feb-2019,0,0.100
24-feb-2019,0,0.000
25-feb-2019,0,0.000
26-feb-2019,0,0.000
27-feb-2019,0,0.000
28-feb-2019,0,0.000
01-mar-2019,0,16.400
02-mar-2019,0,11.200
03-mar-2019,0,7.700
04-mar-2019,0,13.700
05-mar-2019,0,23.500
06-mar-2019,0,1.000
07-mar-2019,0,1.800
08-mar-2019,0,12.900
09-mar-2019,0,8.300
10-mar-2019,0,3.000
11-mar-2019,0,21.200
12-mar-2019,0,3.200
13-mar-2019,0,19.100
14-mar-2019,0,17.000
15-mar-2019,0,44.100
16-mar-2019,0,5.600
17-mar-2019,0,5.500
18-mar-2019,0,5.600
19-mar-2019,0,4.100
20-mar-2019,0,2.400
21-mar-2019,0,4.200
22-mar-2019,0,5.400
23-mar-2019,0,0.000
24-mar-2019,0,0.000
25-mar-2019,0,0.000
26-mar-2019,0,0.000
27-mar-2019,0,0.000
28-mar-2019,0,0.000
29-mar-2019,0,0.000
30-mar-2019,0,1.400
31-mar-2019,0,0.000
01-apr-2019,0,4.200
02-apr-2019,0,10.000
03-apr-2019,0,3.200
04-apr-2019,0,0.500
05-apr-2019,0,0.000
06-apr-2019,0,0.000
07-apr-2019,0,0.000
08-apr-2019,0,0.000
09-apr-2019,0,0.000
10-apr-2019,0,0.000
11-apr-2019,0,0.000
12-apr-2019,0,0.000
13-apr-2019,0,28.900
14-apr-2019,0,2.000
15-apr-2019,0,1.200
16-apr-2019,0,0.000
17-apr-2019,0,0.000
18-apr-2019,0,0.000
19-apr-2019,0,0.000
20-apr-2019,0,0.000
21-apr-2019,0,0.600
22-apr-2019,0,0.200
23-apr-2019,0,3.400
24-apr-2019,0,13.300
25-apr-2019,0,4.000
26-apr-2019,0,9.500
27-apr-2019,1,0.500
28-apr-2019,1,0.100
29-apr-2019,0,11.400
30-apr-2019,0,0.300
01-may-2019,0,1.000
02-may-2019,0,0.000
03-may-2019,0,0.000
04-may-2019,0,0.000
05-may-2019,0,0.000
06-may-2019,0,0.000
07-may-2019,0,0.000
08-may-2019,0,0.000
09-may-2019,0,0.000
10-may-2019,0,0.000
11-may-2019,0,0.000
12-may-2019,0,0.000
13-may-2019,0,0.000
14-may-2019,0,0.000
15-may-2019,0,0.000
16-may-2019,0,0.000
17-may-2019,0,0.000
18-may-2019,0,0.000
19-may-2019,0,0.000
20-may-2019,0,0.000
21-may-2019,0,0.000
22-may-2019,0,2.300
23-may-2019,0,1.600
24-may-2019,0,0.200
25-may-2019,0,12.200
26-may-2019,0,2.000
27-may-2019,0,2.200
28-may-2019,0,4.200
29-may-2019,0,16.800
30-may-2019,0,26.300
31-may-2019,0,8.100
01-jun-2019,0,9.300
02-jun-2019,0,2.100
03-jun-2019,0,1.600
04-jun-2019,0,7.500
05-jun-2019,0,2.000
06-jun-2019,0,3.500
07-jun-2019,0,2.100
08-jun-2019,0,2.300
09-jun-2019,0,0.000
10-jun-2019,0,1.800
11-jun-2019,0,0.000
12-jun-2019,0,0.000
13-jun-2019,0,0.700
14-jun-2019,0,7.100
15-jun-2019,0,3.900
16-jun-2019,0,6.800
17-jun-2019,0,0.200
18-jun-2019,0,0.000
19-jun-2019,0,1.100
20-jun-2019,0,0.000
21-jun-2019,0,0.000
22-jun-2019,0,4.600
23-jun-2019,0,15.000
24-jun-2019,0,0.800
25-jun-2019,0,0.000
26-jun-2019,0,0.000
27-jun-2019,0,0.000
28-jun-2019,0,0.000
29-jun-2019,0,5.400
30-jun-2019,0,1.100
01-jul-2019,0,0.000
02-jul-2019,0,0.000
03-jul-2019,0,0.000
04-jul-2019,0,0.000
05-jul-2019,0,0.000
06-jul-2019,0,6.400
07-jul-2019,0,0.500
08-jul-2019,0,0.000
09-jul-2019,0,1.500
10-jul-2019,0,6.200
11-jul-2019,0,0.500
12-jul-2019,0,0.000
13-jul-2019,0,0.000
14-jul-2019,0,0.000
15-jul-2019,0,0.000
16-jul-2019,0,1.800
17-jul-2019,0,7.100
18-jul-2019,0,0.300
19-jul-2019,0,7.700
20-jul-2019,0,2.200
21-jul-2019,0,45.700
22-jul-2019,0,0.200
23-jul-2019,0,5.500
24-jul-2019,0,0.800
25-jul-2019,0,0.000
26-jul-2019,0,2.900
27-jul-2019,0,2.100
28-jul-2019,0,1.800
29-jul-2019,0,5.200
30-jul-2019,0,0.300
31-jul-2019,0,2.800
01-aug-2019,0,0.000
02-aug-2019,0,0.600
03-aug-2019,0,0.000
04-aug-2019,0,23.500
05-aug-2019,0,48.100
06-aug-2019,0,2.700
07-aug-2019,0,1.400
08-aug-2019,0,16.400
09-aug-2019,0,1.800
10-aug-2019,0,6.200
11-aug-2019,0,1.200
12-aug-2019,0,3.100
13-aug-2019,0,3.800
14-aug-2019,0,2.300
15-aug-2019,0,15.100
16-aug-2019,0,6.700
17-aug-2019,0,13.600
18-aug-2019,0,6.500
19-aug-2019,0,2.400
20-aug-2019,0,11.200
21-aug-2019,0,25.600
22-aug-2019,0,12.600
23-aug-2019,0,0.400
24-aug-2019,0,3.100
25-aug-2019,0,0.000
26-aug-2019,0,11.300
27-aug-2019,0,16.300
28-aug-2019,0,5.400
29-aug-2019,0,12.200
30-aug-2019,0,58.100
31-aug-2019,0,1.500
01-sep-2019,0,0.500
02-sep-2019,0,5.900
03-sep-2019,0,10.000
04-sep-2019,0,0.000
05-sep-2019,0,6.800
06-sep-2019,0,0.000
07-sep-2019,0,0.500
08-sep-2019,0,7.000
09-sep-2019,0,0.000
10-sep-2019,0,25.000
11-sep-2019,0,12.000
12-sep-2019,0,4.900
13-sep-2019,0,0.000
14-sep-2019,0,6.200
15-sep-2019,0,23.700
16-sep-2019,0,0.200
17-sep-2019,0,0.000
18-sep-2019,0,0.000
19-sep-2019,0,0.000
20-sep-2019,0,0.000
21-sep-2019,0,5.200
22-sep-2019,0,1.600
23-sep-2019,0,19.800
24-sep-2019,0,5.000
25-sep-2019,0,7.600
26-sep-2019,0,23.000
27-sep-2019,0,13.200
28-sep-2019,0,11.800
29-sep-2019,0,0.000
30-sep-2019,0,26.700
01-oct-2019,0,0.100
02-oct-2019,0,0.000
03-oct-2019,0,14.200
04-oct-2019,0,2.100
05-oct-2019,0,7.200
06-oct-2019,0,13.500
07-oct-2019,0,4.200
08-oct-2019,0,4.000
09-oct-2019,0,6.800
10-oct-2019,0,13.000
11-oct-2019,0,1.300
12-oct-2019,0,6.900
13-oct-2019,0,9.000
14-oct-2019,0,28.800
15-oct-2019,0,0.600
16-oct-2019,0,10.200
17-oct-2019,0,13.200
18-oct-2019,0,6.100
19-oct-2019,0,1.600
20-oct-2019,0,0.500
21-oct-2019,0,0.000
22-oct-2019,0,3.400
23-oct-2019,0,9.000
24-oct-2019,0,0.000
25-oct-2019,0,0.000
26-oct-2019,0,0.000
27-oct-2019,0,0.000
28-oct-2019,0,0.000
29-oct-2019,0,0.000
30-oct-2019,0,4.900
31-oct-2019,0,9.600
01-nov-2019,0,19.800
02-nov-2019,0,6.700
03-nov-2019,0,7.700
04-nov-2019,0,0.200
05-nov-2019,0,0.800
06-nov-2019,0,9.800
07-nov-2019,0,0.000
08-nov-2019,0,7.700
09-nov-2019,0,0.000
10-nov-2019,0,12.600
11-nov-2019,0,5.600
12-nov-2019,0,5.400
13-nov-2019,0,14.600
14-nov-2019,0,0.500
15-nov-2019,0,0.000
16-nov-2019,0,2.500
17-nov-2019,0,0.000
18-nov-2019,0,2.000
19-nov-2019,0,0.000
20-nov-2019,0,9.400
21-nov-2019,0,5.700
22-nov-2019,0,2.100
23-nov-2019,0,0.000
24-nov-2019,0,8.200
25-nov-2019,0,7.100
26-nov-2019,0,7.500
27-nov-2019,0,0.500
28-nov-2019,0,0.000
29-nov-2019,0,0.000
30-nov-2019,0,0.000
01-dec-2019,0,0.000
02-dec-2019,0,0.000
03-dec-2019,0,5.200
04-dec-2019,0,2.600
05-dec-2019,0,18.500
06-dec-2019,0,4.900
07-dec-2019,0,24.800
08-dec-2019,0,5.800
09-dec-2019,0,8.000
10-dec-2019,0,24.500
11-dec-2019,0,10.500
12-dec-2019,0,11.400
13-dec-2019,0,5.700
14-dec-2019,0,3.500
15-dec-2019,0,3.200
16-dec-2019,0,7.000
17-dec-2019,0,2.500
18-dec-2019,0,17.700
19-dec-2019,0,3.800
20-dec-2019,0,0.300
21-dec-2019,0,4.300
22-dec-2019,0,3.300
23-dec-2019,0,8.400
24-dec-2019,0,0.000
25-dec-2019,0,5.300
26-dec-2019,0,10.600
27-dec-2019,0,4.300
28-dec-2019,0,0.000
29-dec-2019,0,0.800
30-dec-2019,0,2.400
31-dec-2019,0,0.000
01-jan-2020,0,0.100
02-jan-2020,0,8.900
03-jan-2020,0,1.800
04-jan-2020,0,7.400
05-jan-2020,0,3.300
06-jan-2020,0,8.300
07-jan-2020,0,5.300
08-jan-2020,0,7.500
09-jan-2020,0,0.200
10-jan-2020,0,27.000
11-jan-2020,0,17.300
12-jan-2020,0,1.100
13-jan-2020,0,9.200
14-jan-2020,0,6.500
15-jan-2020,0,4.400
16-jan-2020,0,3.000
17-jan-2020,0,0.800
18-jan-2020,0,0.000
19-jan-2020,0,0.000
20-jan-2020,0,0.000
21-jan-2020,0,0.000
22-jan-2020,0,0.000
23-jan-2020,0,1.300
24-jan-2020,0,1.800
25-jan-2020,0,9.500
26-jan-2020,0,6.400
27-jan-2020,0,11.800
28-jan-2020,0,3.800
29-jan-2020,0,1.000
30-jan-2020,0,10.200
31-jan-2020,0,2.600
01-feb-2020,0,8.500
02-feb-2020,0,2.700
03-feb-2020,0,2.900
04-feb-2020,0,0.000
05-feb-2020,0,0.000
06-feb-2020,0,0.000
07-feb-2020,0,5.400
08-feb-2020,0,49.100
09-feb-2020,0,13.300
10-feb-2020,0,8.400
11-feb-2020,0,7.600
12-feb-2020,0,8.200
13-feb-2020,0,6.800
14-feb-2020,0,5.200
15-feb-2020,0,40.200
16-feb-2020,0,3.400
17-feb-2020,0,11.100
18-feb-2020,0,13.300
19-feb-2020,0,45.200
20-feb-2020,0,4.400
21-feb-2020,0,30.400
22-feb-2020,0,21.000
23-feb-2020,0,35.300
24-feb-2020,0,5.600
25-feb-2020,0,7.400
26-feb-2020,0,2.200
27-feb-2020,0,10.200
28-feb-2020,0,11.700
29-feb-2020,0,15.800
01-mar-2020,0,2.400
02-mar-2020,0,9.500
03-mar-2020,0,1.000
04-mar-2020,0,0.000
05-mar-2020,0,9.200
06-mar-2020,0,1.800
07-mar-2020,0,14.500
08-mar-2020,0,6.800
09-mar-2020,0,34.000
10-mar-2020,0,0.800
11-mar-2020,0,6.800
12-mar-2020,0,9.700
13-mar-2020,0,0.800
14-mar-2020,1,18.000
15-mar-2020,1,3.700
16-mar-2020,1,15.800
17-mar-2020,0,15.500
18-mar-2020,0,0.000
19-mar-2020,0,0.000
20-mar-2020,0,0.000
21-mar-2020,0,15.800
22-mar-2020,0,0.000
23-mar-2020,0,0.200
24-mar-2020,0,0.800
25-mar-2020,0,0.000
26-mar-2020,0,0.000
27-mar-2020,0,0.000
28-mar-2020,0,0.000
29-mar-2020,0,0.000
30-mar-2020,0,0.000
31-mar-2020,0,0.000
01-apr-2020,0,0.000
02-apr-2020,0,0.000
03-apr-2020,0,4.800
04-apr-2020,0,0.200
05-apr-2020,0,6.300
06-apr-2020,0,0.000
07-apr-2020,0,0.000
08-apr-2020,0,0.000
09-apr-2020,0,0.000
10-apr-2020,0,0.300
11-apr-2020,0,2.100
12-apr-2020,0,0.000
13-apr-2020,0,0.000
14-apr-2020,0,0.000
15-apr-2020,0,0.000
16-apr-2020,0,0.000
17-apr-2020,0,2.300
18-apr-2020,0,0.000
19-apr-2020,0,0.000
20-apr-2020,0,0.000
21-apr-2020,0,0.000
22-apr-2020,0,0.000
23-apr-2020,0,0.000
24-apr-2020,0,0.000
25-apr-2020,0,0.000
26-apr-2020,0,0.000
27-apr-2020,0,3.700
28-apr-2020,0,4.500
29-apr-2020,0,17.900
30-apr-2020,0,2.600
01-may-2020,0,0.000
02-may-2020,0,0.000
03-may-2020,0,0.000
04-may-2020,0,0.000
05-may-2020,0,0.000
06-may-2020,0,10.000
07-may-2020,0,2.600
08-may-2020,0,0.000
09-may-2020,0,0.000
10-may-2020,0,0.000
11-may-2020,0,0.000
12-may-2020,0,0.000
13-may-2020,0,0.000
14-may-2020,0,0.000
15-may-2020,0,0.000
16-may-2020,0,0.000
17-may-2020,0,6.300
18-may-2020,0,16.700
19-may-2020,0,1.100
20-may-2020,0,0.000
21-may-2020,0,4.700
22-may-2020,0,4.900
23-may-2020,0,1.900
24-may-2020,0,0.000
25-may-2020,0,7.000
26-may-2020,0,0.000
27-may-2020,0,0.000
28-may-2020,0,0.000
29-may-2020,0,0.000
30-may-2020,0,0.000
31-may-2020,0,0.000
01-jun-2020,0,0.000
02-jun-2020,0,0.000
03-jun-2020,0,0.000
04-jun-2020,0,0.400
05-jun-2020,0,2.200
06-jun-2020,0,1.100
07-jun-2020,0,0.000
08-jun-2020,0,0.000
09-jun-2020,0,0.600
10-jun-2020,0,1.200
11-jun-2020,0,0.000
12-jun-2020,0,1.200
13-jun-2020,0,0.800
14-jun-2020,0,0.800
15-jun-2020,0,4.300
16-jun-2020,0,0.500
17-jun-2020,0,0.000
18-jun-2020,0,0.000
19-jun-2020,0,0.000
20-jun-2020,0,12.200
21-jun-2020,0,3.800
22-jun-2020,0,12.800
23-jun-2020,0,16.300
24-jun-2020,0,0.000
25-jun-2020,0,2.800
26-jun-2020,0,9.600
27-jun-2020,0,9.500
28-jun-2020,0,11.000
29-jun-2020,0,2.200
30-jun-2020,0,0.000
01-aug-2020,0,10.300
02-aug-2020,0,0.000
03-aug-2020,0,8.300
04-aug-2020,0,7.700
05-aug-2020,0,12.000
06-aug-2020,0,0.700
07-aug-2020,0,1.500
08-aug-2020,0,0.000
09-aug-2020,0,0.000
10-aug-2020,0,0.000
11-aug-2020,0,0.000
12-aug-2020,0,14.300
13-aug-2020,0,0.800
14-aug-2020,0,0.500
15-aug-2020,0,0.000
16-aug-2020,0,0.000
17-aug-2020,0,37.000
18-aug-2020,0,0.000
19-aug-2020,0,19.600
20-aug-2020,0,16.800
21-aug-2020,0,8.900
22-aug-2020,0,5.900
23-aug-2020,0,1.300
24-aug-2020,0,29.200
25-aug-2020,0,7.000
26-aug-2020,0,0.000
27-aug-2020,0,2.800
28-aug-2020,0,0.700
29-aug-2020,0,0.000
30-aug-2020,0,0.000
31-aug-2020,0,3.000
01-sep-2020,0,24.100
02-sep-2020,0,10.500
03-sep-2020,0,0.500
04-sep-2020,0,2.800
05-sep-2020,0,2.400
06-sep-2020,0,5.800
07-sep-2020,0,10.900
08-sep-2020,0,10.000
09-sep-2020,0,0.000
10-sep-2020,0,0.300
11-sep-2020,0,8.800
12-sep-2020,0,0.800
13-sep-2020,0,0.000
14-sep-2020,0,2.600
15-sep-2020,0,4.200
16-sep-2020,0,0.000
17-sep-2020,0,0.000
18-sep-2020,0,0.000
19-sep-2020,0,0.000
20-sep-2020,0,0.000
21-sep-2020,0,0.000
22-sep-2020,0,6.900
23-sep-2020,0,3.500
24-sep-2020,0,0.000
25-sep-2020,0,0.000
26-sep-2020,0,0.000
27-sep-2020,0,3.300
28-sep-2020,0,1.500
29-sep-2020,0,12.600
30-sep-2020,0,1.200
